0.000000, 0.000000 
0.000010, 0.031411 
0.000020, 0.062791 
0.000030, 0.094108 
0.000040, 0.125333 
0.000050, 0.156434 
0.000060, 0.187381 
0.000070, 0.218143 
0.000080, 0.248690 
0.000090, 0.278991 
0.000100, 0.309017 
0.000110, 0.338738 
0.000120, 0.368125 
0.000130, 0.397148 
0.000140, 0.425779 
0.000150, 0.453991 
0.000160, 0.481754 
0.000170, 0.509041 
0.000180, 0.535827 
0.000190, 0.562083 
0.000200, 0.587785 
0.000210, 0.612907 
0.000220, 0.637424 
0.000230, 0.661312 
0.000240, 0.684547 
0.000250, 0.707107 
0.000260, 0.728969 
0.000270, 0.750111 
0.000280, 0.770513 
0.000290, 0.790155 
0.000300, 0.809017 
0.000310, 0.827081 
0.000320, 0.844328 
0.000330, 0.860742 
0.000340, 0.876307 
0.000350, 0.891006 
0.000360, 0.904827 
0.000370, 0.917755 
0.000380, 0.929776 
0.000390, 0.940881 
0.000400, 0.951056 
0.000410, 0.960294 
0.000420, 0.968583 
0.000430, 0.975917 
0.000440, 0.982287 
0.000450, 0.987688 
0.000460, 0.992115 
0.000470, 0.995562 
0.000480, 0.998027 
0.000490, 0.999507 
0.000500, 1.000000 
0.000510, 0.999507 
0.000520, 0.998027 
0.000530, 0.995562 
0.000540, 0.992115 
0.000550, 0.987688 
0.000560, 0.982287 
0.000570, 0.975917 
0.000580, 0.968583 
0.000590, 0.960294 
0.000600, 0.951056 
0.000610, 0.940881 
0.000620, 0.929776 
0.000630, 0.917755 
0.000640, 0.904827 
0.000650, 0.891007 
0.000660, 0.876307 
0.000670, 0.860742 
0.000680, 0.844328 
0.000690, 0.827081 
0.000700, 0.809017 
0.000710, 0.790155 
0.000720, 0.770513 
0.000730, 0.750111 
0.000740, 0.728969 
0.000750, 0.707107 
0.000760, 0.684547 
0.000770, 0.661312 
0.000780, 0.637424 
0.000790, 0.612907 
0.000800, 0.587785 
0.000810, 0.562083 
0.000820, 0.535827 
0.000830, 0.509042 
0.000840, 0.481754 
0.000850, 0.453991 
0.000860, 0.425779 
0.000870, 0.397148 
0.000880, 0.368125 
0.000890, 0.338738 
0.000900, 0.309017 
0.000910, 0.278991 
0.000920, 0.248690 
0.000930, 0.218143 
0.000940, 0.187381 
0.000950, 0.156434 
0.000960, 0.125333 
0.000970, 0.094108 
0.000980, 0.062791 
0.000990, 0.031411 
0.001000, -0.000000 
0.001010, -0.031411 
0.001020, -0.062790 
0.001030, -0.094108 
0.001040, -0.125333 
0.001050, -0.156434 
0.001060, -0.187381 
0.001070, -0.218143 
0.001080, -0.248690 
0.001090, -0.278991 
0.001100, -0.309017 
0.001110, -0.338738 
0.001120, -0.368125 
0.001130, -0.397148 
0.001140, -0.425779 
0.001150, -0.453991 
0.001160, -0.481754 
0.001170, -0.509041 
0.001180, -0.535827 
0.001190, -0.562083 
0.001200, -0.587785 
0.001210, -0.612907 
0.001220, -0.637424 
0.001230, -0.661312 
0.001240, -0.684547 
0.001250, -0.707107 
0.001260, -0.728969 
0.001270, -0.750111 
0.001280, -0.770513 
0.001290, -0.790155 
0.001300, -0.809017 
0.001310, -0.827080 
0.001320, -0.844328 
0.001330, -0.860742 
0.001340, -0.876307 
0.001350, -0.891007 
0.001360, -0.904827 
0.001370, -0.917755 
0.001380, -0.929776 
0.001390, -0.940881 
0.001400, -0.951056 
0.001410, -0.960294 
0.001420, -0.968583 
0.001430, -0.975917 
0.001440, -0.982287 
0.001450, -0.987688 
0.001460, -0.992115 
0.001470, -0.995562 
0.001480, -0.998027 
0.001490, -0.999507 
0.001500, -1.000000 
0.001510, -0.999507 
0.001520, -0.998027 
0.001530, -0.995562 
0.001540, -0.992115 
0.001550, -0.987688 
0.001560, -0.982287 
0.001570, -0.975917 
0.001580, -0.968583 
0.001590, -0.960294 
0.001600, -0.951057 
0.001610, -0.940881 
0.001620, -0.929777 
0.001630, -0.917755 
0.001640, -0.904827 
0.001650, -0.891007 
0.001660, -0.876307 
0.001670, -0.860742 
0.001680, -0.844328 
0.001690, -0.827081 
0.001700, -0.809017 
0.001710, -0.790155 
0.001720, -0.770513 
0.001730, -0.750111 
0.001740, -0.728969 
0.001750, -0.707107 
0.001760, -0.684547 
0.001770, -0.661312 
0.001780, -0.637424 
0.001790, -0.612907 
0.001800, -0.587785 
0.001810, -0.562083 
0.001820, -0.535827 
0.001830, -0.509042 
0.001840, -0.481754 
0.001850, -0.453991 
0.001860, -0.425779 
0.001870, -0.397148 
0.001880, -0.368125 
0.001890, -0.338738 
0.001900, -0.309017 
0.001910, -0.278991 
0.001920, -0.248690 
0.001930, -0.218143 
0.001940, -0.187381 
0.001950, -0.156435 
0.001960, -0.125333 
0.001970, -0.094108 
0.001980, -0.062791 
0.001990, -0.031411 
